19.9172	0.163931	1.59825e7
19.3385	0.168323	1.38172e7
18.8044	0.17289	1.19496e7
18.3106	0.177635	1.03371e7
17.8536	0.182562	8.9437e6
17.4299	0.187677	7.73901e6
17.0366	0.192983	6.69702e6
16.6711	0.198486	5.79555e6
16.3311	0.204189	5.01551e6
16.0145	0.210098	4.34045e6
15.7194	0.216217	3.75624e6
15.444	0.222551	3.25063e6
15.1869	0.229105	2.81307e6
14.9467	0.235883	2.4344e6
14.7221	0.242889	2.10672e6
14.5119	0.25013	1.82318e6
14.3152	0.257608	1.57785e6
14.1308	0.265329	1.36558e6
13.9581	0.273297	1.18194e6
13.7961	0.281517	1.02307e6
13.6442	0.289992	885622
13.5016	0.298727	766723
13.3677	0.307726	663865
13.242	0.316994	574879
13.1236	0.326566	497679
13.0116	0.336514	430360
12.9055	0.346898	371568
12.8051	0.357763	320226
12.7105	0.369148	275452
12.6214	0.381089	236481
12.538	0.393614	202642
12.4602	0.406753	173331
12.3881	0.42053	148009
12.3215	0.434969	126188
12.2606	0.450091	107431
12.2051	0.465917	91343.7
12.1549	0.482465	77577.2
12.1101	0.49975	65820.2
12.0704	0.517789	55797.9
12.0357	0.536594	47268.2
12.0058	0.556177	40019.9
11.9805	0.576549	33868.3
11.9597	0.597718	28653.5
11.9432	0.619689	24237.1
11.9306	0.642469	20500.1
11.9219	0.66606	17339.8
11.9168	0.690462	14668.8
11.9151	0.715674	12412.2
11.9166	0.741693	10506.2
11.921	0.768513	8896.63
11.9281	0.796126	7537.37
11.9378	0.824521	6389.5
11.9498	0.853687	5419.95
11.9638	0.883607	4600.83
11.9798	0.914265	3908.59
11.9975	0.94564	3323.27
12.0166	0.97771	2828.19
12.037	1.01045	2409.15
12.0586	1.04383	2054.29
12.0811	1.07782	1753.55
12.1044	1.1124	1498.49
12.1282	1.14751	1282.01
12.1525	1.18314	1098.12
12.1771	1.21924	941.761
12.2018	1.25576	808.697
12.2264	1.29266	695.345
12.2509	1.32989	598.74
12.275	1.36735	516.347
12.2986	1.40498	446.029
12.3214	1.44271	385.948
12.3435	1.48045	334.565
12.3645	1.51814	290.563
12.3844	1.5557	252.836
12.403	1.59306	220.442
12.4202	1.63015	192.586
12.4359	1.6669	168.595
12.45	1.70323	147.9
12.4623	1.7391	130.017
12.4729	1.77443	114.539
12.4817	1.80916	101.12
12.4885	1.84325	89.4629
12.4934	1.87664	79.3207
12.4962	1.90927	70.4786
12.4971	1.94111	62.7568
12.4958	1.97212	56.0006
12.4925	2.00224	50.0788
12.487	2.03146	44.8782
12.4795	2.05974	40.3026
12.4698	2.08705	36.2695
12.4581	2.11336	32.708
12.4443	2.13867	29.5574
12.4285	2.16295	26.7647
12.4107	2.18619	24.2854
12.3908	2.20838	22.0795
12.3691	2.22952	20.1142
12.3454	2.24959	18.3596
12.3198	2.26861	16.7908
12.2925	2.28656	15.3854
12.2634	2.30346	14.1244
12.2325	2.31932	12.991
12.2	2.33413	11.9706
12.166	2.34792	11.0504
12.1303	2.3607	10.2194
12.0932	2.37247	9.46756
12.0547	2.38326	8.78647
12.0149	2.39309	8.16848
11.9737	2.40196	7.60711
11.9313	2.40988	7.0968
11.8878	2.41687	6.6325
11.8432	2.42294	6.20949
11.7975	2.42811	5.82392
11.7509	2.43238	5.47205
11.7033	2.43578	5.15059
