simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	polarization	coa_phase	geocent_end_time	geocent_end_time_ns	gps_time	ULTRASAT_efficiency	ULTRASAT_efficiency_err	ULTRASAT_detection	ZTF_efficiency	ZTF_efficiency_err	ZTF_detection	LSST_efficiency	LSST_efficiency_err	LSST_detection
1018	0.90988734	0.49588566	0.53688078	349.54032	2.5102436	2.5078192	-0.077058311	-0.024515441	6.238801956176758	-0.10920701175928116	1016475726	202579975	1016475726.188974	0.0032	0.0005647796030311293	0	0.0095	0.0009700386590234432	0	0.0772	0.0026690852365557753	0
1021	0.99848835	-0.11539904	2.6879434	158.12545	2.1717148	1.57953	0.046027209	0.11097388	4.117147445678711	3.111837387084961	1007879141	256785393	1007879141.243159	0.0001	9.999499987499375e-05	0	0.1039	0.003051307752423541	0	0.3047	0.004602802515859225	1
1029	5.1658515	-0.24562761	2.5947727	360.56273	1.8089837	1.5968747	-0.11623559	-0.13125578	3.6825289726257324	-0.9361208081245422	1019270788	713151217	1019270788.729104	0.1041	0.00305390225776792	0	0.0325	0.0017732385626305334	0	0.5662	0.004955981840160433	1
1031	4.8171439	-0.37674425	1.9002952	209.82694	1.7063083	1.5443712	0.21977274	-0.11881715	4.85110330581665	3.054075002670288	1001762136	823852539	1001762136.843518	0.3442	0.004751066827566205	1	0.1343	0.0034097435387430534	0	0.2932	0.004552293487902554	0
1038	6.0834856	0.95313662	2.3782441	162.60963	1.7135896	1.5296616	0.047015109	-0.02561166	0.5674200654029846	2.5796256065368652	1022625868	959961653	1022625868.960815	0.0243	0.0015397892712965629	0	0.0346	0.0018276443855411262	0	0.057	0.002318426190328258	0
1042	4.376446	-0.62188858	0.65351432	174.11338	1.9188639	1.4159413	0.013926003	-0.13014172	4.33683443069458	1.6915411949157715	1023048386	750185728	1023048386.76982	0.0009	0.0002998649696113236	0	0.0883	0.002837306997841439	0	0.4435	0.0049679749395503195	1
1045	3.807421	0.46045812	0.60916471	324.66531	2.4660877	1.9700719	-0.18405539	0.078384914	1.7186018228530884	0.8238438963890076	1023164198	354133248	1023164198.333252	0.0008	0.0002827295527531567	0	0.0009	0.0002998649696113236	0	0.0396	0.0019501753767289752	1
1049	3.3011302	0.28963618	2.3779097	494.68815	2.7843545	2.5640908	-0.29086227	-0.054428257	4.334681034088135	0.9515860080718994	1004201347	497615695	1004201347.478215	0.0014	0.0003739037309254884	0	0.0056	0.0007462332075162562	0	0.1438	0.003508868193591774	0
1082	3.2754892	-0.34669199	2.4275796	262.78325	1.8807566	1.589026	-0.17840755	0.15605511	4.159301280975342	0.3714454174041748	1024844747	429941058	1024844747.447068	0.1095	0.0031226551202462303	0	0.0	0.0	0	0.2224	0.004158584374519772	0
1084	4.0396711	0.38596362	2.5912285	294.4741	1.7881965	1.7231846	0.060878912	0.036235146	1.625803828239441	0.21000514924526215	1009590566	389808297	1009590566.399681	0.0015	0.0003870077518603471	0	0.0301	0.0017086248856902442	0	0.0	0.0	0
